Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco
405900.00,7.69,26.00,1921.00,250.00,725.00,253.00,37.22,-121.87,31269.52,481029.42,659314.45,13001.43,79034.04
500001.00,9.20,23.00,2552.00,305.00,916.00,316.00,37.21,-121.86,30198.97,479614.44,657895.52,14255.52,80455.51
500001.00,9.08,18.00,1080.00,122.00,382.00,121.00,37.21,-121.87,30158.10,480230.24,658488.02,14100.74,79905.77
500001.00,6.67,7.00,5389.00,903.00,2232.00,825.00,37.23,-121.83,32677.72,479380.97,657782.62,12986.93,80449.82
434500.00,4.54,45.00,1797.00,303.00,870.00,281.00,37.19,-121.80,28822.24,474328.73,652693.99,18151.03,85553.62
418300.00,8.38,15.00,5468.00,676.00,2221.00,675.00,37.21,-121.84,30358.41,478385.58,656712.70,14720.57,81572.51
348000.00,6.83,6.00,3694.00,574.00,1554.00,527.00,37.20,-121.83,29377.30,476970.15,655293.51,16064.00,82993.83
387500.00,7.77,14.00,2714.00,361.00,1259.00,375.00,37.21,-121.83,30476.58,477772.53,656122.38,15026.04,82139.53
355900.00,8.20,16.00,3574.00,466.00,1503.00,487.00,37.23,-121.89,31885.18,483059.76,661325.61,11731.90,77062.97
361600.00,8.19,20.00,7754.00,976.00,3094.00,941.00,37.23,-121.89,31885.18,483059.76,661325.61,11731.90,77062.97
394200.00,8.31,14.00,7174.00,950.00,2782.00,899.00,37.24,-121.88,31391.95,483244.90,661560.58,10679.27,76747.17
361400.00,6.95,19.00,7357.00,963.00,3018.00,981.00,37.23,-121.87,32380.98,481829.84,660141.71,11904.47,78168.41
305600.00,6.71,16.00,3298.00,451.00,1542.00,423.00,37.27,-121.87,29158.82,485043.80,663459.05,7560.57,74771.05
279300.00,7.58,25.00,1730.00,226.00,721.00,243.00,37.27,-121.87,29158.82,485043.80,663459.05,7560.57,74771.05
279500.00,5.61,19.00,1852.00,268.00,866.00,272.00,37.27,-121.86,29704.04,484434.59,662871.45,7845.23,75357.79
269400.00,5.03,18.00,3561.00,560.00,1753.00,553.00,37.27,-121.87,29158.82,485043.80,663459.05,7560.57,74771.05
246500.00,5.69,17.00,4393.00,709.00,2292.00,692.00,37.27,-121.86,29704.04,484434.59,662871.45,7845.23,75357.79
253800.00,5.70,15.00,4713.00,769.00,2519.00,778.00,37.23,-121.77,33823.12,475735.45,654266.02,16001.28,84033.76
191100.00,4.52,16.00,1617.00,306.00,667.00,264.00,37.22,-121.77,32760.82,474923.96,653430.56,16833.81,84840.31
299300.00,6.73,16.00,3992.00,540.00,2097.00,555.00,37.22,-121.77,32760.82,474923.96,653430.56,16833.81,84840.31
233900.00,5.42,16.00,4274.00,715.00,2240.00,704.00,37.23,-121.76,34091.15,475131.15,653682.52,16615.77,84648.50
234600.00,5.65,25.00,5939.00,989.00,3275.00,954.00,37.25,-121.84,32546.32,481602.95,660033.22,10599.46,78195.64
245200.00,6.09,22.00,5507.00,841.00,2785.00,848.00,37.23,-121.83,32677.72,479380.97,657782.62,12986.93,80449.82
274100.00,6.78,18.00,3574.00,504.00,1803.00,536.00,37.24,-121.84,33421.59,480796.77,659201.85,11607.15,79029.92
238800.00,5.47,24.00,7991.00,1286.00,4017.00,1213.00,37.24,-121.84,33421.59,480796.77,659201.85,11607.15,79029.92
237600.00,5.12,17.00,6425.00,1268.00,3934.00,1238.00,37.24,-121.85,32890.31,481407.43,659790.44,11278.66,78450.58
262400.00,4.29,16.00,6958.00,1300.00,2965.00,1217.00,37.25,-121.86,31470.20,482822.99,661209.50,9943.85,77030.32
230900.00,5.22,17.00,3057.00,606.00,2030.00,602.00,37.28,-121.83,30621.12,483423.39,661947.65,8314.56,76345.44
224000.00,5.92,20.00,3244.00,520.00,1769.00,469.00,37.27,-121.81,32653.03,481402.40,659944.38,10341.40,78374.51
221500.00,5.08,17.00,3912.00,737.00,2693.00,746.00,37.27,-121.80,33281.88,480798.75,659361.18,10987.17,78993.56
279100.00,6.36,16.00,2030.00,321.00,1343.00,365.00,37.27,-121.82,32036.21,482006.98,660528.33,9733.24,77760.52
209700.00,4.34,22.00,2996.00,695.00,2169.00,607.00,37.27,-121.81,32653.03,481402.40,659944.38,10341.40,78374.51
195000.00,4.89,26.00,1394.00,238.00,990.00,315.00,37.26,-121.80,34066.09,479985.76,658524.91,11753.97,79788.83
184400.00,2.88,18.00,3631.00,947.00,2357.00,757.00,37.26,-121.80,34066.09,479985.76,658524.91,11753.97,79788.83
294200.00,7.33,17.00,1957.00,261.00,863.00,269.00,37.27,-121.85,30265.24,483826.30,662284.57,8215.70,75950.24
198400.00,4.21,9.00,3624.00,812.00,1856.00,721.00,37.27,-121.84,30841.55,483218.94,661698.42,8660.97,76548.26
250800.00,5.02,17.00,2795.00,482.00,1904.00,506.00,37.27,-121.84,30841.55,483218.94,661698.42,8660.97,76548.26
282600.00,4.56,8.00,4454.00,1058.00,2595.00,1027.00,37.27,-121.83,31432.14,482612.49,661113.01,9170.16,77151.73
253200.00,5.50,16.00,2429.00,387.00,1293.00,363.00,37.27,-121.84,30841.55,483218.94,661698.42,8660.97,76548.26
311500.00,6.67,14.00,2855.00,380.00,1420.00,383.00,37.27,-121.83,31432.14,482612.49,661113.01,9170.16,77151.73
218700.00,5.14,10.00,3030.00,574.00,1623.00,589.00,37.26,-121.82,32850.01,481196.19,659693.69,10591.04,78568.11
259300.00,5.59,11.00,2394.00,403.00,1393.00,409.00,37.26,-121.83,32261.10,481802.80,660279.18,10075.95,77965.55
236200.00,4.05,14.00,3379.00,683.00,1465.00,620.00,37.26,-121.81,33451.91,480590.51,659108.93,11152.60,79175.91
249500.00,5.94,16.00,1911.00,327.00,1158.00,332.00,37.26,-121.81,33451.91,480590.51,659108.93,11152.60,79175.91
350000.00,2.03,20.00,3398.00,771.00,1231.00,744.00,37.25,-121.81,34268.24,479779.82,658274.29,12012.05,79984.75
244500.00,4.19,12.00,2070.00,587.00,1216.00,532.00,37.25,-121.81,34268.24,479779.82,658274.29,12012.05,79984.75
213100.00,4.50,7.00,3609.00,751.00,1739.00,682.00,37.26,-121.83,32261.10,481802.80,660279.18,10075.95,77965.55
194300.00,3.95,16.00,2650.00,600.00,1969.00,586.00,37.25,-121.82,33680.86,480386.60,658859.86,11492.49,79383.06
123400.00,3.19,17.00,2332.00,637.00,1636.00,623.00,37.25,-121.83,33106.65,480994.31,659446.17,11019.55,78786.65
234500.00,5.67,17.00,1051.00,172.00,446.00,173.00,37.26,-121.87,30050.26,484238.48,662628.48,8636.64,75610.17
224100.00,5.51,16.00,2814.00,485.00,1305.00,465.00,37.26,-121.86,30579.65,483628.18,662040.06,8886.93,76190.53
265700.00,5.62,24.00,2383.00,343.00,1146.00,341.00,37.26,-121.87,30050.26,484238.48,662628.48,8636.64,75610.17
289200.00,6.43,16.00,1982.00,280.00,1030.00,297.00,37.26,-121.85,31125.14,483018.80,661452.37,9215.66,76776.63
311800.00,7.43,16.00,2312.00,303.00,1158.00,295.00,37.26,-121.85,31125.14,483018.80,661452.37,9215.66,76776.63
291200.00,6.82,16.00,1816.00,241.00,793.00,234.00,37.26,-121.85,31125.14,483018.80,661452.37,9215.66,76776.63
184800.00,5.05,5.00,1808.00,340.00,825.00,339.00,37.26,-121.84,31685.89,482410.34,660865.41,9614.79,77368.35
257400.00,5.58,15.00,3243.00,551.00,1752.00,551.00,37.26,-121.83,32261.10,481802.80,660279.18,10075.95,77965.55
141600.00,4.84,17.00,2363.00,473.00,1369.00,442.00,37.25,-121.84,32546.32,481602.95,660033.22,10599.46,78195.64
183900.00,3.78,4.00,2498.00,775.00,1213.00,631.00,37.25,-121.87,30955.96,483434.38,661798.73,9720.78,76456.26
241200.00,5.49,20.00,3773.00,624.00,1965.00,607.00,37.25,-121.85,32000.58,482212.51,660620.99,10238.74,77610.15
237400.00,5.92,23.00,2543.00,388.00,1297.00,385.00,37.24,-121.83,33779.41,480187.03,658613.99,11992.04,79614.81
234400.00,4.50,21.00,3250.00,610.00,1978.00,568.00,37.24,-121.81,34060.84,478970.33,657440.47,12910.11,80800.79
241000.00,6.05,20.00,3671.00,567.00,1944.00,589.00,37.24,-121.82,33908.82,479578.22,658026.86,12428.09,80205.14
245600.00,5.83,24.00,3344.00,531.00,1768.00,541.00,37.25,-121.82,33680.86,480386.60,658859.86,11492.49,79383.06
241200.00,5.17,25.00,4021.00,634.00,2178.00,650.00,37.25,-121.82,33680.86,480386.60,658859.86,11492.49,79383.06
159000.00,4.46,5.00,1975.00,520.00,861.00,440.00,37.25,-121.81,34268.24,479779.82,658274.29,12012.05,79984.75
251800.00,6.30,25.00,4096.00,623.00,2128.00,618.00,37.25,-121.81,34268.24,479779.82,658274.29,12012.05,79984.75
291500.00,7.52,23.00,4487.00,584.00,2024.00,580.00,37.23,-121.82,32811.49,478771.05,657194.68,13390.68,81034.14
233100.00,4.97,25.00,2349.00,394.00,1266.00,383.00,37.23,-121.82,32811.49,478771.05,657194.68,13390.68,81034.14
253300.00,5.32,16.00,1674.00,281.00,850.00,254.00,37.23,-121.81,32968.60,478162.06,656607.47,13839.27,81623.82
248000.00,6.32,19.00,2635.00,427.00,1497.00,410.00,37.23,-121.81,32968.60,478162.06,656607.47,13839.27,81623.82
257200.00,6.43,24.00,2413.00,369.00,1237.00,381.00,37.23,-121.81,32968.60,478162.06,656607.47,13839.27,81623.82
278300.00,6.47,17.00,2319.00,324.00,1076.00,338.00,37.23,-121.81,32968.60,478162.06,656607.47,13839.27,81623.82
262700.00,6.01,17.00,2123.00,341.00,1067.00,339.00,37.24,-121.78,34649.40,477152.28,655685.73,14584.35,82618.47
217100.00,5.10,18.00,2127.00,387.00,1547.00,402.00,37.22,-121.78,32506.00,475530.32,654015.63,16275.67,84236.12
229100.00,5.90,18.00,1747.00,317.00,1055.00,285.00,37.23,-121.78,33576.39,476340.69,654850.27,15413.11,83423.81
289600.00,6.02,16.00,2240.00,300.00,1221.00,305.00,37.23,-121.79,33351.44,476946.88,655435.26,14854.37,82818.76
259500.00,5.42,17.00,2281.00,359.00,1226.00,394.00,37.23,-121.79,33351.44,476946.88,655435.26,14854.37,82818.76
265800.00,5.92,18.00,3179.00,526.00,1663.00,507.00,37.23,-121.80,33148.71,477554.00,656021.00,14328.51,82218.73
272400.00,6.74,18.00,2581.00,358.00,1284.00,377.00,37.23,-121.80,33148.71,477554.00,656021.00,14328.51,82218.73
260700.00,6.22,10.00,3301.00,593.00,2190.00,575.00,37.27,-121.80,33281.88,480798.75,659361.18,10987.17,78993.56
260500.00,5.91,16.00,1868.00,285.00,995.00,284.00,37.26,-121.80,34066.09,479985.76,658524.91,11753.97,79788.83
500001.00,4.65,17.00,250.00,52.00,141.00,51.00,37.26,-121.76,36633.21,477576.18,656196.25,14453.55,82289.40
261100.00,4.75,12.00,10236.00,1878.00,5674.00,1816.00,37.24,-121.77,34888.51,476548.15,655102.30,15204.54,83234.24
385700.00,4.65,15.00,531.00,154.00,469.00,155.00,37.20,-121.70,33162.61,469071.14,647676.03,22775.21,90755.56
500001.00,4.20,11.00,1290.00,197.00,881.00,191.00,37.19,-121.74,30582.25,470673.37,649170.98,21096.94,89091.31
394100.00,4.74,21.00,1062.00,179.00,631.00,185.00,37.16,-121.72,28419.36,467029.59,645496.23,24805.21,92744.76
467700.00,6.88,18.00,3167.00,478.00,1414.00,482.00,37.11,-121.75,22281.55,464844.62,643109.32,28089.10,95229.39
412600.00,6.76,19.00,3754.00,588.00,1692.00,550.00,37.00,-121.68,19077.49,451749.95,629866.23,41807.46,108684.67
416300.00,7.86,16.00,5498.00,729.00,2051.00,694.00,37.15,-121.61,33585.56,459580.79,638254.13,32450.72,100341.56
344500.00,7.50,14.00,9483.00,1361.00,4108.00,1281.00,37.13,-121.60,32743.42,457342.39,635991.00,34569.41,102528.72
288100.00,6.17,13.00,4780.00,798.00,2795.00,764.00,37.15,-121.64,31735.74,461380.03,639992.67,30447.28,98445.80
229800.00,4.18,14.00,5487.00,1024.00,2823.00,979.00,37.14,-121.64,30923.38,460563.67,639153.02,31212.28,99235.87
248200.00,2.48,17.00,1830.00,398.00,1110.00,388.00,37.12,-121.63,30009.80,458330.51,636893.43,33412.83,101447.80
386200.00,5.30,12.00,4077.00,590.00,1618.00,540.00,37.14,-121.69,28041.97,463587.78,642070.11,28204.71,96180.80
226900.00,3.88,20.00,4477.00,924.00,2656.00,871.00,37.13,-121.66,28898.59,460957.56,639480.43,30784.03,98807.41
239300.00,3.69,14.00,4721.00,999.00,2648.00,888.00,37.12,-121.65,28718.09,459539.84,638059.80,32203.71,100224.72
436700.00,5.15,19.00,3785.00,611.00,2198.00,610.00,37.11,-121.66,27306.97,459335.66,637808.67,32470.59,100436.90
321700.00,5.94,14.00,6006.00,914.00,2915.00,898.00,37.11,-121.65,27950.68,458728.37,637223.49,33040.31,101037.52
335000.00,4.90,14.00,5034.00,797.00,2124.00,790.00,37.10,-121.63,28567.55,456704.21,635218.29,35043.92,103060.01
300800.00,5.62,19.00,3269.00,483.00,1383.00,452.00,37.13,-121.67,28304.48,461563.53,640064.69,30197.87,98201.25
393100.00,6.43,17.00,6725.00,1051.00,3439.00,1027.00,37.08,-121.56,32508.93,450849.13,629464.93,40949.59,108967.24
386800.00,5.59,21.00,5322.00,908.00,3011.00,895.00,37.06,-121.61,27550.70,452247.53,630704.71,39582.16,107533.98
350000.00,3.63,24.00,1511.00,318.00,1052.00,292.00,37.09,-121.60,30053.80,454075.96,632630.62,37662.09,105696.56
260700.00,3.93,37.00,1593.00,303.00,1030.00,287.00,37.09,-121.62,28598.64,455286.30,633797.43,36464.41,104477.98
234000.00,4.37,44.00,3192.00,565.00,1439.00,568.00,37.01,-121.58,26839.01,446378.98,624773.08,45596.72,113456.30
260300.00,4.57,18.00,7241.00,1225.00,4168.00,1138.00,37.00,-121.57,26815.82,444961.23,623351.83,47019.40,114877.81
279800.00,4.97,14.00,5231.00,817.00,2634.00,799.00,36.98,-121.57,25506.23,443351.82,621686.97,48804.76,116559.74
264700.00,5.15,15.00,2873.00,547.00,1582.00,567.00,37.01,-121.58,26839.01,446378.98,624773.08,45596.72,113456.30
308700.00,5.74,16.00,865.00,123.00,403.00,130.00,36.97,-121.59,23411.75,443781.74,622038.54,48711.48,116269.61
251500.00,4.32,16.00,6637.00,1171.00,3575.00,1162.00,37.01,-121.59,26176.10,446991.04,625361.37,45063.28,112872.66
298500.00,5.68,5.00,6529.00,1010.00,3071.00,977.00,37.03,-121.61,26087.72,449825.98,628203.46,42219.56,110029.28
198600.00,3.56,16.00,3120.00,685.00,2383.00,681.00,37.03,-121.58,28349.60,447993.91,626441.42,43850.09,111794.19
203600.00,3.20,27.00,2303.00,471.00,1447.00,467.00,37.02,-121.58,27582.23,447185.79,625606.82,44718.11,112622.82
228600.00,4.42,14.00,6355.00,1279.00,3704.00,1224.00,37.02,-121.59,26937.70,447796.67,626194.25,44174.13,112034.92
178000.00,2.94,17.00,2889.00,624.00,2681.00,608.00,37.02,-121.57,28240.04,446575.91,625020.16,45272.89,113214.57
170300.00,2.06,44.00,1448.00,393.00,1066.00,357.00,37.01,-121.57,27514.68,445767.91,624185.57,46141.01,114043.80
160100.00,2.54,20.00,3976.00,953.00,3866.00,950.00,37.00,-121.56,27520.86,444349.98,622764.24,47563.99,115464.91
305000.00,3.26,27.00,2361.00,449.00,1782.00,397.00,36.99,-121.54,28342.16,442321.54,620755.94,49541.76,117476.58
374600.00,4.02,19.00,2372.00,394.00,1142.00,365.00,37.02,-121.51,32419.09,442937.75,621516.68,48807.31,116842.37
500001.00,5.23,34.00,440.00,90.00,217.00,93.00,37.35,-121.74,32487.84,483795.49,662635.52,13624.04,77041.08
262500.00,3.70,39.00,759.00,141.00,252.00,106.00,37.37,-121.55,47514.26,474490.92,653636.38,30562.42,89723.62
340900.00,3.81,25.00,474.00,92.00,300.00,104.00,37.06,-121.37,45272.66,437933.67,616869.27,55537.39,122830.65
390000.00,6.06,10.00,212.00,38.00,78.00,21.00,37.18,-122.03,24156.32,487866.78,665630.25,21115.07,74940.94
350000.00,9.59,37.00,74.00,19.00,63.00,17.00,37.14,-121.98,23275.22,481589.17,659354.85,23059.68,80970.64
137500.00,2.63,16.00,32.00,4.00,36.00,5.00,37.00,-122.00,12590.66,472136.32,649325.98,38489.05,94119.97
271400.00,6.45,29.00,227.00,45.00,112.00,41.00,36.99,-122.01,12817.91,472033.36,649150.37,39789.44,94788.35
263100.00,4.98,28.00,1321.00,240.00,652.00,239.00,36.99,-122.01,12817.91,472033.36,649150.37,39789.44,94788.35
281500.00,5.81,29.00,3119.00,507.00,1476.00,487.00,36.99,-121.99,11252.60,470729.03,647909.75,39364.96,95496.11
256300.00,4.34,40.00,1104.00,224.00,669.00,215.00,36.98,-121.99,10734.86,469973.78,647113.57,40450.94,96513.27
239200.00,3.56,43.00,1636.00,324.00,792.00,325.00,36.98,-122.00,11545.10,470626.66,647734.38,40648.43,96159.68
233000.00,3.69,41.00,2548.00,508.00,1290.00,488.00,36.99,-122.01,12817.91,472033.36,649150.37,39789.44,94788.35
265300.00,4.04,47.00,1250.00,249.00,607.00,234.00,36.98,-122.01,12366.09,471280.37,648355.88,40864.19,95812.93
245000.00,2.79,30.00,2156.00,487.00,1023.00,458.00,36.99,-122.02,12807.61,472686.78,649771.72,40029.42,94444.88
187500.00,2.17,21.00,1484.00,394.00,984.00,380.00,36.98,-122.02,12865.92,471934.91,648978.06,41097.93,95473.10
212500.00,3.24,44.00,1153.00,238.00,657.00,219.00,36.98,-122.02,12865.92,471934.91,648978.06,41097.93,95473.10
404700.00,5.62,35.00,2155.00,355.00,866.00,335.00,36.98,-122.04,11098.77,473246.45,650224.47,41618.12,94814.49
367600.00,6.80,33.00,797.00,125.00,385.00,133.00,36.98,-122.04,11098.77,473246.45,650224.47,41618.12,94814.49
362300.00,5.40,30.00,2695.00,424.00,1098.00,420.00,36.97,-122.04,11275.95,472498.26,649433.42,42675.89,95851.56
131300.00,2.47,14.00,1547.00,374.00,4731.00,348.00,37.00,-122.06,9308.29,476057.45,653055.14,40130.48,92101.54
263800.00,3.68,20.00,2428.00,473.00,1145.00,454.00,36.97,-122.05,10408.49,473156.38,650058.48,42954.68,95536.34
294100.00,4.25,16.00,3363.00,611.00,1603.00,556.00,36.97,-122.05,10408.49,473156.38,650058.48,42954.68,95536.34
320900.00,4.23,15.00,3385.00,669.00,1571.00,615.00,36.98,-122.06,9335.14,474561.27,651473.59,42206.38,94184.44
258300.00,2.93,51.00,1076.00,206.00,495.00,201.00,36.98,-122.04,11098.77,473246.45,650224.47,41618.12,94814.49
266400.00,5.18,45.00,1302.00,245.00,621.00,258.00,36.97,-122.04,11275.95,472498.26,649433.42,42675.89,95851.56
253100.00,3.83,52.00,1901.00,335.00,955.00,301.00,36.97,-122.04,11275.95,472498.26,649433.42,42675.89,95851.56
238600.00,5.21,49.00,792.00,136.00,331.00,137.00,36.97,-122.04,11275.95,472498.26,649433.42,42675.89,95851.56
223900.00,3.24,44.00,1294.00,269.00,645.00,259.00,36.96,-122.04,11557.87,471751.49,648643.31,43736.36,96890.28
255400.00,2.16,37.00,2817.00,716.00,1341.00,662.00,36.98,-122.03,11982.00,472590.27,649600.92,41349.35,95140.26
229400.00,2.60,47.00,2403.00,517.00,1144.00,455.00,36.98,-122.01,12366.09,471280.37,648355.88,40864.19,95812.93
217500.00,2.71,35.00,1053.00,263.00,552.00,237.00,36.98,-122.02,12865.92,471934.91,648978.06,41097.93,95473.10
166700.00,1.91,21.00,607.00,155.00,226.00,136.00,36.98,-122.02,12865.92,471934.91,648978.06,41097.93,95473.10
195300.00,1.93,29.00,2568.00,747.00,1743.00,659.00,36.97,-122.02,12854.06,471184.46,648185.33,42168.69,96503.17
260900.00,2.54,43.00,2162.00,509.00,1208.00,464.00,36.97,-122.01,12000.59,470528.79,647562.31,41940.89,96839.43
232800.00,2.94,52.00,920.00,202.00,525.00,264.00,36.97,-122.01,12000.59,470528.79,647562.31,41940.89,96839.43
240000.00,2.54,35.00,1605.00,392.00,743.00,382.00,36.97,-122.01,12000.59,470528.79,647562.31,41940.89,96839.43
275000.00,4.30,20.00,2502.00,454.00,981.00,399.00,36.98,-122.00,11545.10,470626.66,647734.38,40648.43,96159.68
242400.00,2.59,27.00,2820.00,730.00,1511.00,745.00,36.98,-122.01,12366.09,471280.37,648355.88,40864.19,95812.93
240500.00,3.12,30.00,1029.00,242.00,753.00,249.00,36.97,-122.00,11152.61,469873.95,646939.97,41730.67,97182.56
4e+05,3.19,51.00,1616.00,374.00,608.00,302.00,36.93,-122.00,10652.48,466877.45,643771.70,46073.76,101292.87
326700.00,2.05,52.00,1217.00,325.00,508.00,237.00,36.95,-122.01,11559.45,469029.93,645977.98,44099.53,98897.98
234400.00,2.20,51.00,924.00,232.00,488.00,228.00,36.97,-122.03,12146.41,471840.95,648809.03,42413.79,96173.86
225000.00,3.24,36.00,337.00,69.00,223.00,68.00,36.97,-122.03,12146.41,471840.95,648809.03,42413.79,96173.86
262500.00,1.69,52.00,403.00,72.00,200.00,73.00,36.97,-122.03,12146.41,471840.95,648809.03,42413.79,96173.86
237500.00,4.47,40.00,1193.00,227.00,570.00,204.00,36.97,-122.04,11275.95,472498.26,649433.42,42675.89,95851.56
232600.00,2.51,18.00,2677.00,785.00,1391.00,656.00,36.96,-122.03,12408.68,471093.06,648018.09,43480.61,97209.18
250000.00,1.16,44.00,594.00,169.00,325.00,139.00,36.97,-122.02,12854.06,471184.46,648185.33,42168.69,96503.17
281300.00,1.66,39.00,2124.00,661.00,1365.00,606.00,36.97,-122.02,12854.06,471184.46,648185.33,42168.69,96503.17
112500.00,2.02,52.00,775.00,305.00,1054.00,305.00,36.96,-122.02,12601.45,470435.44,647393.54,43241.53,97535.04
243500.00,3.59,40.00,584.00,126.00,316.00,139.00,36.96,-122.03,12408.68,471093.06,648018.09,43480.61,97209.18
216100.00,2.43,28.00,1607.00,421.00,926.00,385.00,36.96,-122.03,12408.68,471093.06,648018.09,43480.61,97209.18
202000.00,4.20,32.00,1438.00,306.00,802.00,293.00,36.96,-122.04,11557.87,471751.49,648643.31,43736.36,96890.28
196400.00,2.17,42.00,538.00,107.00,200.00,104.00,36.96,-122.04,11557.87,471751.49,648643.31,43736.36,96890.28
206400.00,2.59,42.00,1149.00,264.00,703.00,232.00,36.96,-122.04,11557.87,471751.49,648643.31,43736.36,96890.28
284200.00,3.52,32.00,2182.00,406.00,1122.00,370.00,36.96,-122.03,12408.68,471093.06,648018.09,43480.61,97209.18
263800.00,4.46,36.00,1862.00,364.00,1080.00,364.00,36.95,-122.04,11937.10,471006.17,647854.14,44799.32,97930.61
388500.00,3.13,19.00,691.00,191.00,324.00,167.00,36.91,-122.01,11937.71,466049.54,642820.65,48434.53,103035.69
226500.00,4.20,30.00,971.00,185.00,644.00,173.00,36.96,-122.05,10713.15,472410.74,649269.22,44008.47,96578.42
258300.00,4.50,52.00,65.00,17.00,24.00,10.00,36.96,-122.06,9876.08,473070.80,649895.80,44296.64,96273.65
276000.00,3.83,18.00,2232.00,440.00,1091.00,458.00,36.87,-122.05,16851.20,465765.61,642208.64,53598.36,106020.98
265800.00,3.97,27.00,1987.00,374.00,961.00,343.00,36.95,-122.04,11937.10,471006.17,647854.14,44799.32,97930.61
116600.00,2.97,52.00,3365.00,644.00,796.00,333.00,37.00,-122.04,11075.76,474747.11,651809.36,39511.50,92745.57
173200.00,2.81,32.00,1461.00,422.00,1494.00,416.00,36.91,-121.75,8294.74,449122.44,626735.11,48981.18,113387.04
156000.00,3.11,29.00,1210.00,281.00,863.00,262.00,36.92,-121.74,9718.33,449257.54,626937.14,48150.02,112920.23
151700.00,2.45,17.00,2648.00,589.00,1193.00,540.00,36.92,-121.74,9718.33,449257.54,626937.14,48150.02,112920.23
164600.00,2.65,14.00,3355.00,695.00,1350.00,697.00,36.92,-121.74,9718.33,449257.54,626937.14,48150.02,112920.23
218100.00,3.13,24.00,4026.00,881.00,2264.00,863.00,36.93,-121.75,10139.67,450670.00,628356.36,46836.19,111504.76
194500.00,3.60,48.00,1801.00,353.00,1071.00,361.00,36.92,-121.75,9196.27,449895.51,627545.27,47907.78,112444.34
177800.00,2.46,46.00,1362.00,321.00,1068.00,305.00,36.92,-121.75,9196.27,449895.51,627545.27,47907.78,112444.34
238300.00,3.22,36.00,2096.00,409.00,1454.00,394.00,36.92,-121.76,8733.78,450534.39,628154.14,47680.80,111973.40
160700.00,3.41,46.00,947.00,257.00,1120.00,264.00,36.92,-121.76,8733.78,450534.39,628154.14,47680.80,111973.40
161400.00,1.69,52.00,1211.00,447.00,1102.00,392.00,36.91,-121.75,8294.74,449122.44,626735.11,48981.18,113387.04
155000.00,1.96,23.00,1276.00,437.00,1359.00,376.00,36.91,-121.76,7778.76,449762.50,627344.84,48759.17,112919.97
151400.00,2.56,42.00,1368.00,468.00,2312.00,484.00,36.91,-121.75,8294.74,449122.44,626735.11,48981.18,113387.04
162000.00,2.83,8.00,2715.00,750.00,2580.00,718.00,36.91,-121.77,7334.69,450403.47,627955.30,48552.33,112457.91
121400.00,2.08,44.00,919.00,309.00,1321.00,301.00,36.90,-121.76,6871.11,448992.03,626536.46,49839.00,113869.53
190400.00,2.44,20.00,2587.00,547.00,1534.00,540.00,36.93,-121.77,9370.80,451946.32,629573.11,46387.63,110560.07
184300.00,3.02,24.00,1943.00,447.00,1844.00,461.00,36.93,-121.77,9370.80,451946.32,629573.11,46387.63,110560.07
190000.00,3.28,33.00,1406.00,317.00,1075.00,301.00,36.93,-121.77,9370.80,451946.32,629573.11,46387.63,110560.07
169700.00,2.64,20.00,2687.00,637.00,2154.00,610.00,36.92,-121.76,8733.78,450534.39,628154.14,47680.80,111973.40
194800.00,3.50,9.00,4934.00,1112.00,3198.00,977.00,36.92,-121.77,8340.76,451174.19,628763.74,47469.30,111507.48
189100.00,3.18,19.00,2512.00,509.00,1856.00,537.00,36.93,-121.79,8119.44,453226.27,630792.78,46003.08,109635.74
241200.00,4.39,19.00,1515.00,253.00,975.00,266.00,36.92,-121.78,8027.43,451814.88,629374.07,47273.47,111046.65
178400.00,2.41,21.00,2794.00,662.00,2236.00,565.00,36.93,-121.78,9002.25,452585.84,630182.58,46187.25,110095.33
171300.00,2.02,18.00,1063.00,341.00,1033.00,313.00,36.94,-121.77,9836.40,452719.86,630383.39,45307.43,109615.74
192200.00,3.79,34.00,2152.00,430.00,1516.00,386.00,36.95,-121.79,8151.36,454770.08,632410.82,43825.42,107734.34
190100.00,2.82,29.00,2377.00,476.00,1669.00,499.00,36.94,-121.80,7170.43,454637.63,632211.41,44741.86,108225.21
177500.00,2.56,20.00,1201.00,282.00,601.00,234.00,37.08,-122.25,12490.48,494538.47,671260.53,42502.30,78809.26
334000.00,5.21,18.00,2420.00,439.00,1278.00,416.00,37.08,-122.14,10130.39,487301.16,664375.26,35852.54,81340.25
315800.00,5.14,18.00,3337.00,549.00,1449.00,519.00,37.05,-122.11,8138.97,483084.83,660130.70,37108.59,85356.95
350000.00,4.72,27.00,991.00,194.00,543.00,155.00,36.97,-122.13,3829.37,478450.35,655083.19,45745.39,93278.02
240000.00,4.98,26.00,1127.00,199.00,543.00,199.00,37.13,-122.07,17574.77,486560.20,664037.84,27704.15,78387.56
222600.00,3.94,46.00,695.00,136.00,408.00,148.00,37.09,-122.09,12831.05,484801.21,662069.10,32393.39,81806.87
231600.00,3.65,32.00,2637.00,489.00,1031.00,410.00,37.11,-122.09,14783.41,486321.26,663665.84,30541.60,79742.06
